Hamburguesas de porotos negros con avena,"Una alternativa que tengo que probar es usar avena instantánea y no hervirla. En ese caso, no hace falta agregar pan rallado, si no agregarle a la pasta molida en la procesadora, hasta que dé la consistencia.
La mezcla tiene que llevar bastante sal y condimentos. Cosas que tener en cuenta para agregar: 
glutamato (aji-no-moto), cebolla picada finito (y/o de verdeo), zanahoria, calabaza, batata, salsa de soja, semillas de chía; pimentón ahumado, ají, pimienta molida, ...",,,,,100
Pesto trapanese,https://www.italianfoodforever.com/2014/04/pasta-alla-trapanese/,"Pesto de almendras tostadas, tomate (fresco y seco), ajo y albahaca; aceite de oliva, parmesano",,,,100
Seitán con ciruelas,https://www.hazteveg.com/receta/3091/seitan-en-salsa-de-ciruelas,,,,,100
Porotos negros con champiñones ,https://frijoleros.info/negros/negros-champinones/,"Usé una lata de porotos negros y otra de colorados. Con vino blanco en vez de tinto. El comino es importante, queda riquísimo como las lentejas libanesas con cebolla caramelizada ",,,,100
Risotto? ,,,,,,100
"Ensalada de palmitos, palta, manzana y tomate; con aliño de aceite de oliva, mostaza, jugo de limón y sal. ",https://www.chilerecetas.cl/joomla/index.php/cocina-facil/ensaladas/665-ensalada-de-palmitos-y-palta,,,,,100
Pan de pesto,http://lareposteriayyo.blogspot.com/2014/05/trenza-de-pan-al-pesto.html,Se puede hacer con la amasadora,,,,100
"Tzatziki, yogur con menta y pepino ",https://cookpad.com/ar/recetas/275849-tzatziki-salsa-de-pepino-y-yogur-griego,https://www.directoalpaladar.com/recetas-de-aperitivos/tzatziki-griego-receta-de-aperitivo,,,,100
Hummus de garbanzos con morrón asado y aceitunas negras ,,,,,,100
"Ensalada de mango, palta, pepino y rúcula. Con aceite de oliva y aceto",,,,,,100
Alioli vegano,https://greenbrisa.com/alioli-vegano-listo-en-menos-de-5-minutos/,Probar con aceite de oliva y leche de almendras,,,,100
Babaganush (hummus de berenjena) ,https://danzadefogones.com/baba-ganush/,,,,,100
>> Tahini,https://www.paulinacocina.net/como-hacer-tahini-pasta-de-sesamo/2956,,,,,100
Mole? Salsa de chocolate para cosas saladas,,,,,,100
Pad Thai ,https://www.google.com/amp/s/www.receta-vegetariana.com/recetas/plato-principal/pad-thai-vegano,"La hice sin brotes de soja. Quedó suave, respetar la cucharada de ají. ",,,,100
Taboule ,Mucho perejil y tomate. Puede ser con quinoa. ,,,,,100
Rollos de canela,https://recetasargentinas.net/rollos-de-canela/,"Pueden llevar nueces, almendras, etc. ",,,,100
"Crema de rúcula, perejil y frutos secos",https://cookpad.com/ar/recetas/777627-crema-natural-de-rucula-perejil-y-frutos-secos-enriquecida-con-agua-de-mar,,,,,100
Pisto con tofu,http://greenics.es/pisto-con-tofu/,"Cebolla, morrones, tomates, calabacín",,,,100
Pancitos asiáticos al vapor,https://cookpad.com/ar/recetas/949639-panecillos-asiaticos-vegan,,,,,100
"Paté de zanahoria, albahaca y nueces",https://vegetarianismo.net/recetas/pate-zanahorias.html,,,,,100
Tofu con alcaparras,https://cookpad.com/ar/recetas/756508-tofu-sabroso,,,,,100
"Tofu con hongos, crema, vino blanco, nuez moscada, curry",https://unareceta.com/tofu-con-setas/,,,,,100
Tofu con salsa de maní,https://lepetiteats.com/tofu-with-thai-peanut-sauce/,La mayoría de los ingredientes se pueden reemplazar por otros más comunes; o usar la salsa para otra cosa,,,,100
Tarta de berenjenas,https://www.milrecetasvegetarianas.com/tarta-de-berenjenas/?amp,,,,,100
Risotto de calabaza ,https://www.tastydetails.com/risotto-de-calabaza-y-parmesano/,Respetar el ir agregando agua de a poco si no es un caos de salpicar ,,,,100
Buscar masa de pizza a la piedra con amasadora ,,,,,,100
Sandwich de verduras con paté de aceitunas ,https://www.directoalpaladar.com/recetas-vegetarianas/sandwich-verduras-a-parrilla-pate-aceitunas-receta-que-se-convertira-tu-cena-preferida-al-primer-bocado,,,,,100
Papas al horno con curry ,https://ekilu.onelink.me/9j3K/89255085,"Cortar 1/2 cm de ancho. Mezclar en bolsa de cocina, incluyendo el aceite. Horno al máximo, abajo, 40 minutos, cambiar la bandeja de lado a la mitad. ",,,,100
"Sopa espesa de fideos, espinaca y albahaca ",https://nooddle.onelink.me/dUJB/28dd9c6d,,,,,100
Tallarines con salsa de alcaparras y champiñones ,https://cookpad.com/ar/recetas/6288900-tallarines-con-salsa-de-champinones-y-alcaparras-que-tul,,,,,100
Berenjenas a la pizza ,https://www.elespanol.com/cocinillas/recetas/verduras/20190909/berenjenas-queso-horno-estilo-receta-rapida-facil/1001688881096_30.html,"Lo de sacarles el liquido con sal y luego papel cocina, funciona, probar 15-20 min en la tabla blanca. Hornear 10 y 10 min vuelta y vuelta, en la parte de más abajo. Le agregué ajo, merkén y pimienta a la salsa. Quesos: fetas en pedacitos y rallado. ",,,,100
Muhammara - Salsa de morrones ahumados y nueces,https://cookpad.com/ar/recetas/9255902-muhammara-salsa-de-morrones-ahumados,,,,,100
"Tofu con ciruelas, mostaza y miel ",http://biencasero.clarin.com/recetas/3284-carreacute-de-cerdo-con-ciruelas-mostaza-y-miel/,Imitar ,,,,100
Milanesas de tofu ,,,,,,100
Tofu crispy,https://www.instagram.com/p/CTDN5ZZDDFd/?hl=en,"Sacudir los cubitos en un bowl con maicena, levadura nutricional, pimentón y sal (ajo en polvo opcional). Dorar con un poquito de aceite",,,,100
Berenjenas con miel y salsa de soja ,https://ekilu.onelink.me/9j3K/fb70b994,,,,,100
Paté de champiñones y castañas de cajú,"Cocinar champiñones con vino blanco, se les puede agregar tomillo, pimienta, aceite de oliva, semillas de sésamo. También se puede hacer más líquida y con cebolla, para hacer la versión salsa. ",,,,,100
Papines andinos con condimentos ,https://cocinandomassano.wordpress.com/2017/03/19/papines-salteados-con-paprika-y-perejil/,,,,,100
Mila napo de berenjenas enteras ,https://www.instagram.com/reel/CUV_8o5FchF/?utm_medium=copy_link,"Dos medianas por persona. Cocinar las berenjenas al horno de los dos lados. Usar mucho condimento, abrirlas y aplastarlas como pechugas. Quedan mejor dobles. ",,,,100
Nuggets de tofu ,https://www.gastrolabweb.com/recetas/2022/2/21/receta-de-nuggets-de-tofu-un-platillo-que-te-va-encantar-hacerlo-en-casa-20540.html,,,,,100
Salsa de mostaza y miel ,"3 cucharadas de mostaza, 2 de miel, 1 rodajita de lima o limón exprimida, aceite de oliva, sal, pimienta ",,,,,100
Sopa de Nejo y Faro,"Cocinar una cebolla, una papa y un zucchini sin pelar por persona. Agregar agua caliente (1 cm superando la verdura), ajo en polvo, etc., y licuar ",,,,,100
Milanesitas de Seitán ,,,,,,100
Probar tofu frito (barrio chino) ,,,,,,100
Para no tirarse pedos con los porotos,,https://www.paulinacocina.net/gases-y-legumbres/21056,,,,100
"Remojar los porotos por mucho tiempo (24hs), Agregar bicarbonato de sodio al agua de remojo, Alga kombu al agua de cocción?, Obviamente descartar el agua de remojo",,,,,,100
Salsa de morrones al horno ,https://www.instagram.com/reel/ChiB0ZgjMIj/?igshid=NDRkN2NkYzU=,,,,,100
Bagels estilo San ,https://youtu.be/Yqcf6tvsiUo,"Ojo: harina 000, no dejar descansar de más, respetar la proporción de bicarbonato con agua hervida, precalentar bien el horno",,,,100
"Pastel de papa y calabaza, con relleno de champiñones, morrón, un poco de queso, etc., y humo líquido! ",,,,,,100
"Pesto con nueces, morrón a la hornalla, tomates secos, ají y pimienta ",,,,,,100
Choclos con manteca al horno ,https://lesrecetines.es/choclo-mazorca-maiz-ajo/,,,,,100
Curry de porotos negros y maní ,"Basado en https://www.lauradicola.com.ar/guiso-de-batatas-con-mani/ pero sin batatas, ni kale, ni mantequilla de maní, con base de cebolla/puerro/morrón/zanahoria, poquito caldo de verdura, vino blanco, un poquito de salsa de soja. Porotos: 250g, leche de coco: 2 tazas, maní 200g",,,,,100
Tofu para freidora ,https://jessicainthekitchen.com/how-to-make-crispy-air-fryer-tofu/,"Le puse aceite de oliva, maicena, ajo en polvo y 5 especias chinas. Lo puse en la freidora después de precalentar, revolví en la mitad de la cocción y lo dejé el tiempo que volvió a precalentar + 8 min en total, a 200 grados. ",,,,100
Zapallo a la pizza ,By Katia. ,"Rodajas de zapallo al horno, a 210 grados media hora + gratinado. Cocinar antes de ponerle todo. Aceite de oliva abajo y sobre el zapallo. Salsa de tomate, albahaca fresca picada, tomillo, queso rallado. ",,,,100
"Fattoush, ensalada libanesa",https://elpetitchef.com/recetas/fattoush-ensalada-libanesa,Tiene sumac ,,,,100
"Usar relleno de champis, hongos de pino y maní; como en FusionWok",,,,,,100
Brócoli rebosado,https://www.bonviveur.es/recetas/brocoli-rebozado,"Le pusimos condimentos normales. Habría que probarlo con 5 especias chinas y mojándolos más con aceite de oliva y de sésamo. Con spray quedaron medio sequitos, aunque igual ricos. ",,,,100
Brenda: bocaditos de brócoli,https://www.instagram.com/p/C1AqOaSNbcW/?hl=en,,,,,100
Brenda: pastel de brócoli,https://www.instagram.com/p/Cz48Q7qMOL8/?hl=en,,,,,100
Pizza a la piedra,https://www.youtube.com/watch?v=GPr4MscU5To,"14/2/25: Hicimos 2/3 de las cantidades de la receta y comimos bien 2. Usamos levadura seca (probar la otra) y harina DE FUERZA Chacabuco 000. 
Cuidado al estirar la masa con los puños, poner los puños en los bordes y no en el centro, y hacerlo suave, para que no quede tan finito en el centro, y no exagerar. Son chicas, individuales. Probar de no estirarlas tanto y dejarle borde.
Precalentamos el horno como 1 hora (nos colgamos, podrían ser 30 min) y entre ~1:00 y 1:40 SE QUEMARON. Probar 1:00 o menos. Otras pruebas pueden ser subir la piedra a otra bandeja y/o prender los quemadores superiores y ventilador.
OBVIAMENTE HAY QUE USAR LA PALA PARA SACARLA, ASÍ QUE NO VOLVER A CARGARLA CON LA OTRA PIZZA (que es una cagada porque no la podés armar).
28/6/25: Esta vez hubo que ponerlas 2:30 para que se hagan bien (invierno?). Las estiré hasta cierto punto pero se contraían, y al cocinarlas así, se inflaron bastante. El queso quedó mejor cortado en tiritas, tipo hebras, no rodajas grandes. No usar mucha cantidad de salsa ni de queso.
La próxima subir de estante la piedra.

25/7/25, con Brenda y Bruno: +50% de la receta para 4 personas. Pusimos la piedra en el primer nivel de rejilla. Precalentamos 25-30 min y la cocción llevò 7-8 minutos. Con ventilador se gratina rico el queso, se puede alternar para no quemarlo. Creo que la próxima prueba sería precalentar más tiempo la piedra, pero el resultado es aceptable. 
Al principio la masa estaba más húmeda, costó amasarla, pero después de elevar las bolitas quedaron perfectas. La salsa la hicimos con la cebolla, morrón y ajo directamente integrados, todo picado chiquito; y ""media"" caja de salsa, para que quede espesa y no ""moje"".",,,,100
Salsa Huancaina ,https://www.google.com/amp/s/www.recetasnestle.com.pe/recetas/salsa-huancaina-2%3famp,"Dos morrones amarillos grandes, cebolla chica, ajo, aceite de oliva, 3 fetas de pategrás, queso rallado, 200-250 gramos de casancrem, 5 galletitas sin sal.",,,,150
Tofu con arándanos ,https://www.calgiant.com/es/recipes/crispy-tofu-with-a-blueberry-teriyaki-glaze/,Esto anduvo bien con miel en vez del coco,,,,150
"Pilaf con arándanos, pistachos y tofu",https://www.tilda.com/es-es/recetas/pilaf-de-basmati-con-pavo-pistachos-arandanos-perejil-y-tomillo/,"El arroz que hacemos tipo risotto suelto se llama pilaf. Esto sólo es una referencia del hecho de que funciona, pero no seguimos la receta. Básicamente fue arroz con mucha más cantidad de la que dice ahí de arándanos y pistachos aplastados, más tofu. Le pusimos sal, pimienta, romillo fresco y bastante cardamomo, que quedó bien. Al final manteca.",,,,
Falsa César ,https://www.instagram.com/reel/DEx-rDhRL26/?igsh=MWkxaTFjdG53MjBsMA==,"Minipimer: aceite de oliva, vinagre, salsa de soja, limón, tahini o mantequilla de maní, ajo seco",,,,
Salsa Blanca ,https://www.paulinacocina.net/como-hacer-salsa-blanca/7257,"a partir de acá salió una salsa rosa riquísima (ref fideos italianos) con una caja de salsa de tomate, pimienta, nuez moscada, tomillo y bastante ajo. Le pasé la Minipimer para eliminar grumos y creo que lo espumoso sumó. Agregué champiñones salteados aparte.",,,,
Salsa Thai de Maní ,https://nutritionstudies.org/es/recipes/salsas/salsa-cremosa-tailandesa-de-mani/,"Con maní molido en la minipimer, ajo en polvo, picante coreano, leche común y vinagre de champagne. Quedó bien con papas.",,,,150
Seitán 2025 (vaporera),,"Ver comentario. Le puse todo menos el polvo de cebolla y el vinagre (LA PRÓXIMA PONERLE PARA CORTAR EL GARBANZO). Los ""bifes"" de menos 2cm de ancho se hicieron al vapor en 35 min total",,,,
Tofu Teriyaki,https://jessicainthekitchen.com/teriyaki-tofu-recipe/,"Miel en vez de azúcar. No dice las cantidades pero funciona bien a ojo. Lo mejor es la forma de cubrir el tofu, lo hice roto a mano y la cocción fue muy limpia, no se formaron pedazos de maicena de esos que se descaman del tofu. Probar hacerla más espesa y NO mezclar el arroz (si hago).",,,,
Fideos chinos agridulces,,"Fideos chinos improvisados. Para 2, le puse 3 cucharadas de chutney de ciruelas. La mezcla pastosa también lleva: medio tarrito de alcaparras aplastadas ycortadas, salsa de soja, vino blanco, cebolla (se empieza cocinando esta obviamente), cebolla de verdeo, vinagre de arroz, jengibre, ajo fresco, pimienta. Con tofu desmenuzado con maicena y salsa de soja, dorado aparte (puede ser antes en el mismo wok) ",,,,
Fideos con crema de alcaparras y limón ,,"Saltear en aceite de oliva unas alcaparras cortadas, agregar ajo fresco, después ralladura de limón (no zarparse), desglasar con jugo de limón y vino, agregar un poco de crema y agua de los fideos. ",,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,150
Para comprar,,,,,,200
Pastas: ig @capri_pastas_gourmet,,,,,,200
ig @estrella_vegana (los de la feria),"Milanesas de seitán, falafel, medallones. Hay en 57 e/66 y 68 (hacen delivery), 69 2919 (casi 64), 38 y rotonda, 64 3245 (e/65 y 67)",,,,,200
,,,,,,200
,,,,,,200
Combinaciones de especias,,,,,,200
Baharat,"2p pimienta de jamaica, 1p comino, 1p alcaravea (reemplazar con anís), 2p jengibre molido, 1p canela, 1p pimienta negra",,,,,200
5 chinas,"3p anís estrellado, 2p canela, 1p clavo de olor, 1p pimienta negra, 1p coriandro tostado",,,,,200
Garam masala,"1cda pimienta negra, 1cda jengibre molido, 2 cucharaDITAS comino, 8 hojas de laurel seco y molido, 2 vainas de cardamomo tostado y molido, opc: 1 cdta. canela",,,,,200
Curry madras,"2cdas comino, 2cdas coriandro tostado y molido, 1cda cúrcuma, 2 vainas de cardamomo tostado y molido, 1cdta fenogreco tostado y molido",,,,,200
Harissa,,,,,,200
Sichimi Togarashi,,,,,,200
,,,,,,200
Especiales/raras,,,,,,200
,,,,,,200
Brócoli con quinoa y cheddar,https://cookieandkate.com/2016/better-broccoli-casserole-recipe/,,,,,200
Picada de quesos (comer afuera),,,,,,200
,,,,,,200
Otras/dulces,,,,,,200
,,,,,,200
Helado de banana frizada,,,,,,200
Budín de banana ,https://www.google.com/amp/s/www.paulinacocina.net/budin-de-banana-sin-huevo-facil/4988,"Con aceite de girasol. Con media cucharadita de jengibre en vez de canela. El horno lo precalenté a temperatura media, después lo cociné 45 minutos en el mínimo absoluto pero seguía blando, después de eso 30 minutos más a temperatura media. ",,,,200
Probar budín de banana con ciruelas,,,,,,200
Tiramisú ,https://cookpad.com/ar/recetas/4936006-tiramisu-facil-y-rapido-sin-huevo,"Mascarpone Tregar. Hicimos 350cc de crema y 200 de mascarpone. La crema se bate hasta que no se caiga del batidor. Usé 12 vainillas y un chorro de caña, en la fuente de vidrio. ",,,,200
,,,,,,200
Ingredientes para tener en cuenta,,,,,,200
,,,,,,200
Kale (col crespa),,,,,,200
Palta,,,,,,200
Quinoa,,,,,,200
,,,,,,200
Condimentos,,,,,,200
,,,,,,200
Baharat (probar con cáscara de limón) ,,,,,,200
Merkén,,,,,,200
,,,,,,200
Porotos sin pedos ,https://www.google.com/amp/s/www.paulinacocina.net/gases-y-legumbres/21056,"Remojo 24 hs, cucharada de bicarbonato al agua de remojo, alga kombu al agua de hervir. Cocer desde agua fría. ",,,,200
